OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Street Address,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
21216,2015,Nonresidential COS,Other,Mary"s Place (PI Bank),1926049218,2 Alpine Avenue,5,NORTHWEST,1970,1,4,25557,0,25557,Residential Care Facility,Residential Care Facility,25557,,,,,,,51.4,54.8,161.5,172.1,1314452,1400463,0,385244,1314506,0,0,0,9.16,0.14,No,,Compliant,,123,46,1,33,19582
21218,2015,Nonresidential COS,Other,HLF Vehicle Maintenance (A),1926049286,"1581 Regent Avenue West, Unit 1, Tuxedo Park Shopping Centre",5,NORTHWEST,1958,1,2,26994,0,26994,"Office, Other - Services",Other - Services,16243,Office,10751,,,,,122.9,132.2,200.2,210.1,3316562,3569108,0,269610,919946,23967,2396654,0,133.7,4.81,No,,Compliant,,123,46,1,33,19582
21219,2015,NonResidential,Non-Refrigerated Warehouse,HANSEN BROS MOVING & STORAGE,1926049290,"2025 Corydon Ave, 184",5,NORTHWEST,1972,1,1,48112,0,48112,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112,,,,,,69,33.4,32.8,104.9,102.9,1607726,1577205,0,471198,1607793,0,0,0,11.21,0.09,No,,Compliant,,123,46,1,33,19582
21221,2015,NonResidential,Other,KING COUNTY METRO NORTH FACILITIES MAINTENANCE,1926049293,"920 Jefferson Avenue, Academy Square",5,NORTHWEST,2009,1,1,20909,0,20909,"Other - Public Services, Parking",Other - Public Services,19050,Parking,0,,,,50,55.2,58.7,126.8,130.5,1051036,1117712,0,183928,627589,4235,423473,0,26.87,1.16,Yes,,Compliant,,123,46,1,33,19582
21226,2015,NonResidential,Small- and Mid-Sized Office,OFFICE BUILDING,1926049335,544 Academy Rd,5,NORTHWEST,2001,1,2,42793,16518,26275,"Office, Parking",Office,26275,Parking,16518,,,,37,61.4,62.4,192.7,196,1612797,1639918,0,472684,1612864,0,0,0,11.24,0.1,No,,Compliant,,116,6,1,33,19582
21229,2015,Multifamily MR (5-9),Mid-Rise Multifamily,FOUR FREEDOMS HOUSE OF SEATTLE,1926049347,"1225 St Marys Road, Unit 85-87",5,NORTHWEST,1964,1,7,240192,0,240192,"Multifamily Housing, Parking",Multifamily Housing,164894,Parking,11400,,,,36,81,85.8,141.2,146.2,13349651,14145476,0,1298617,4431065,89188,8918770,0,504.57,2.02,No,,Compliant,,116,6,1,32,19582
21231,2015,Multifamily LR (1-4),Low-Rise Multifamily,VIEW AT BITTER LAKE APTS,1926049362,491 Portage Avenue,5,NORTHWEST,1989,1,4,52122,10786,41336,"Multifamily Housing, Parking",Multifamily Housing,60000,Parking,6000,,,,77,24,25.2,75.2,79.1,1437220,1510605,0,421225,1437279,0,0,0,10.02,0.07,No,,Compliant,,116,6,1,32,19582
21233,2015,NonResidential,Other,LA FITNESS CENTER,1926049370,285 Marion Street,5,NORTHWEST,2007,1,2,45000,0,45000,Other - Recreation,Other - Recreation,45000,,,,,,,125.7,129.1,272.2,275.8,5655268,5809937,0,884818,3019126,26363,2636267,0,161.06,3.29,No,,Compliant,,123,46,1,33,19582
21234,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEA HOUSING AUTHORITY APT BLDG,1926049389,"201 Portage Avenue, 100",5,NORTHWEST,1983,1,3,59301,0,59301,Multifamily Housing,Multifamily Housing,59301,,,,,,52,31.4,32.7,98.7,102.8,1863784,1941885,0,546244,1863862,0,0,0,12.99,0.08,Yes,,Compliant,,123,6,1,32,19582
21236,2015,NonResidential,Retail Store,PETSMART,1926049423,745 Corydon Avenue,5,NORTHWEST,1998,1,1,26115,0,26115,Retail Store,Retail Store,26115,,,,,,42,61.5,63.8,160.1,162.5,1605522,1665582,0,349854,1193753,4118,411819,0,30.19,0.96,No,,Compliant,,123,46,1,33,19582
21237,2015,NonResidential,Retail Store,STAPLES,1926049431,850 Keewatin Street,5,NORTHWEST,2001,1,1,23696,0,23696,"Parking, Retail Store",Retail Store,23829,Parking,0,,,,81,58.4,62,135.1,138.9,1392153,1477460,0,246620,841501,5507,550686,0,35.11,1.33,Yes,,Compliant,,123,46,1,33,19582
21238,2015,Multifamily MR (5-9),Mid-Rise Multifamily,NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,1926049438,"1225 St. Marys RD, Unit 83, Kildonan",5,NORTHWEST,2006,1,7,262316,47984,214332,"Lifestyle Center, Multifamily Housing, Office, Parking",Multifamily Housing,150540,Office,52456,Parking,47984,,96,36.4,37.9,89.6,93.1,7797820,8106632,0,1542886,5264546,25335,2533494,0,171.25,0.57,No,,Compliant,,123,6,1,33,19582
21239,2015,NonResidential,Worship Facility,LATTER DAY SAINTS CHURCH,1928300405,"1555 Regent Avenue West, #T77",4,NORTHEAST,1949,1,1,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044,Parking,0,,,,88,34,43.9,56.7,68.5,1022112,1320022,0,88459,301833,7203,720291,0,40.36,1.5,No,,Compliant,,,60,,47,18383
21240,2015,Multifamily LR (1-4),Low-Rise Multifamily,APARTMENT,1928300940,305 Broadway,4,NORTHEAST,1999,1,4,51326,16635,34691,"Multifamily Housing, Retail Store",Multifamily Housing,44742,Retail Store,6584,,,,,32.1,36.9,66.5,73.9,1647746,1895702,0,235757,804437,8433,843343,0,50.4,0.91,No,,Compliant,,,60,,47,18383
21243,2015,NonResidential,K-12 School,SEATTLE COUNTRY DAY SCHOOL,1929300110,412 Graham Avenue,7,MAGNOLIA / QUEEN ANNE,2007,1,4,48660,0,48660,K-12 School,K-12 School,49468,,,,,,80,38.2,46.3,75.6,85.6,1889990,2288628,0,246056,839579,10504,1050446,0,61.64,1.19,No,,Compliant,,,50,,39,18390
21244,2015,NonResidential,Senior Care Community,QUEEN ANNE HEALTHCARE,1929300390,695 Empress Street,7,MAGNOLIA / QUEEN ANNE,1970,1,2,46539,0,46539,Senior Care Community,Senior Care Community,46539,,,,,,79,108,111.4,216.2,219.8,5024837,5183797,0,671244,2290380,27346,2734552,0,161.2,3.25,No,,Compliant,,,50,,39,18390
21261,2015,Multifamily LR (1-4),Low-Rise Multifamily,RIVOLI APTS,1977200695,"1590 Kenaston Blvd, 110",7,DOWNTOWN,1910,1,3,35520,0,35520,"Multifamily Housing, Retail Store",Multifamily Housing,25000,Retail Store,10000,,,,95,53.7,58.3,74.8,80.5,1878961,2039529,0,90530,308899,15701,1570074,0,85.54,2.37,No,,Compliant,,,5,,9,19576
21262,2015,NonResidential,Residence Hall/Dormitory,EL REY TRANSISTIONAL HOUSING,1977200720,499 Paul Street,7,DOWNTOWN,1909,1,4,29796,0,29796,Residence Hall/Dormitory,Residence Hall/Dormitory,29796,,,,,,39,76.9,83,141.6,148,2291194,2472939,0,254333,867819,14234,1423411,0,81.65,2.61,No,,Compliant,,,5,,9,19576
21265,2015,NonResidential,Retail Store,PATAGONIA RETAIL STORE,1977200735,270 Amirault,7,DOWNTOWN,1920,1,2,26400,0,26400,"Office, Parking, Retail Store",Retail Store,14428,Office,7200,Parking,2788,,27,48.5,50.7,135.4,134.3,1049088,1097554,0,256232,874299,1748,174825,0,15.38,0.44,Yes,,Compliant,,,5,,9,19576
21266,2015,NonResidential,Small- and Mid-Sized Office,1ST & LENORA BUILDING,1977200855,361 Champlain,7,DOWNTOWN,1918,1,3,38148,0,38148,"Office, Retail Store",Office,37853,Retail Store,12495,,,,95,29.7,29.7,93.1,93.1,1493137,1493137,0,437613,1493199,0,0,0,10.41,0.1,No,,Compliant,,,5,,30,19576
21269,2015,Multifamily MR (5-9),Mid-Rise Multifamily,OXFORD APARTMENTS,1977200940,447 Paul St.,7,DOWNTOWN,1909,1,6,40950,0,40950,Multifamily Housing,Multifamily Housing,24067,,,,,,47,49.6,55.9,155.8,175.4,1193790,1344571,0,349880,1193839,0,0,0,8.32,0.08,No,,Compliant,,,5,,30,18081
21270,2015,NonResidential,Mixed Use Property,WAREHOUSE/OFFICE,1988201370,"1381 Regent Mall, Uptown Centre",7,LAKE UNION,1928,1,2,28800,0,28800,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400,Office,14400,,,,,14,16.9,31,34.1,403963,487023,0,65812,224560,1794,179413,0,11.09,0.35,No,,Compliant,,,56,,7,18390
21278,2015,NonResidential,Worship Facility,CHURCH OF SCIENTOLOGY OF WASHINGTON STATE,1989200520,"1040 Prospect Street, Regent Mall",7,MAGNOLIA / QUEEN ANNE,1955,1,5,31945,0,31945,"Parking, Worship Facility",Worship Facility,31945,Parking,0,,,,4,56.7,56.7,178.1,178.1,1811669,1811669,0,530970,1811744,0,0,0,12.63,0.15,No,,Compliant,,,50,,40,19575
21279,2015,Multifamily MR (5-9),Mid-Rise Multifamily,WEST REPUBLICAN PLACE,1989200570,"1381 Regent St., #G001, Moncton Home Decor Centre",7,MAGNOLIA / QUEEN ANNE,1992,1,5,33183,10625,22558,"Multifamily Housing, Office, Parking",Multifamily Housing,20087,Parking,10625,Office,2471,,,26.1,28.5,82,89.4,588965,642161,0,172616,588990,0,0,0,4.11,0.05,No,,Compliant,,,50,,40,19575
21284,2015,Multifamily MR (5-9),Mid-Rise Multifamily,UPTOWN QUEEN ANNE APTS,1989200800,1633 Mountain Road,7,MAGNOLIA / QUEEN ANNE,2001,1,6,80592,30583,50009,"Multifamily Housing, Parking",Multifamily Housing,50009,Parking,32454,,,,81,32.1,34.1,100.3,106.5,1607590,1706311,0,466865,1593009,146,14647,0,11.88,0.06,No,,Compliant,,,50,,40,19575
21285,2015,Multifamily MR (5-9),Mid-Rise Multifamily,HARRISON SQUARE (Formerly Archstone Elliott Bay),1989200815,360 Elmwood Drive,7,MAGNOLIA / QUEEN ANNE,1994,1,9,228675,56806,171869,"Multifamily Housing, Parking",Multifamily Housing,162928,Parking,53061,,,,97,30,33,75.8,82.4,4889567,5378305,0,1011342,3450842,14389,1438868,0,100.47,0.37,No,,Compliant,,,50,,40,19575
21287,2015,Multifamily MR (5-9),Mid-Rise Multifamily,METRO ON FIRST APTS,1989200865,761 Main Street,7,MAGNOLIA / QUEEN ANNE,2001,1,7,137324,45639,91685,"Multifamily Housing, Parking",Multifamily Housing,91685,Parking,45639,,,,99,32.4,33.8,76.7,79.7,2966309,3098755,0,549620,1875380,10910,1091007,0,71.02,0.46,No,,Compliant,,,50,,40,19575
21290,2015,NonResidential,Small- and Mid-Sized Office,SALVATION ARMY NW DIV HEADQUARTERS,1989200945,"15 Depot Court, McAllister Place",7,MAGNOLIA / QUEEN ANNE,1985,1,5,85963,33055,52908,"Office, Parking",Office,52908,Parking,33055,,,,43,85.4,85.4,268.3,268.3,4520838,4520838,0,1324982,4521026,0,0,0,31.52,0.14,No,,Compliant,,,50,,40,18390
21291,2015,Multifamily MR (5-9),Mid-Rise Multifamily,LA VIE AT QUEEN ANNE,1989200980,"519 Westmoreland Rd., #C-001A",7,MAGNOLIA / QUEEN ANNE,2004,1,6,101192,41840,59352,Multifamily Housing,Multifamily Housing,59352,,,,,,30,33.7,33.8,105.1,105.2,1997488,2003227,0,580548,1980912,167,16658,0,14.69,0.06,No,,Compliant,,,50,,40,18390
21295,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE 419 BLDG APTS,1989201130,944 Fairville,7,MAGNOLIA / QUEEN ANNE,1912,1,3,22200,0,22200,Multifamily Housing,Multifamily Housing,21120,,,,,,,20.7,24,49.7,58.8,437372,506735,0,82707,282209,1552,155175,0,10.21,0.41,No,,Compliant,,,50,,40,19575
21298,2015,Multifamily MR (5-9),Mid-Rise Multifamily,FIRST AND REPUBLICAN APTS,1989201170,41 Fashion Drive,7,MAGNOLIA / QUEEN ANNE,1999,1,6,65712,21145,44567,"Multifamily Housing, Parking",Multifamily Housing,44567,Parking,21145,,,,97,31,33.9,83.4,88.8,1381407,1508612,0,317634,1083814,2976,297638,0,23.36,0.28,No,,Compliant,,,50,,40,19575
21299,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE STRATHMORE,1989201245,"70 Kenmount Rd, Avalon Mall",7,MAGNOLIA / QUEEN ANNE,1908,1,3,25800,0,25800,Multifamily Housing,Multifamily Housing,25800,,,,,,94,29.5,31.8,68.4,75.8,760090,821437,0,135384,461951,2982,298158,0,19.06,0.66,No,,Compliant,,,50,,40,18390
21300,2015,Multifamily LR (1-4),Low-Rise Multifamily,THE UPTOWNER APARTMENTS,1989201255,48 Kenmount Road,7,MAGNOLIA / QUEEN ANNE,1908,1,3,20712,0,20712,Multifamily Housing,Multifamily Housing,20712,,,,,,95,41.4,46.7,61.3,66.9,856771,966458,0,51871,176990,6798,679789,0,37.34,1.77,Yes,,Compliant,,,50,,40,18390
21310,2015,NonResidential,Retail Store,HOTEL DILLER,1974700170,"2 Stavanger Drive, Topsail Road & Burgeo Street",7,DOWNTOWN,1900,1,4,34680,0,34680,Retail Store,Retail Store,34680,,,,,,92,34.6,38.6,83.6,90.8,1200811,1339046,0,229632,783536,4173,417307,0,27.63,0.7,Yes,,Compliant,,,14,,30,18081
21313,2015,NonResidential,Worship Facility,PLYMOUTH CONG CHURCH,1975700006,670 Topsail Road,7,DOWNTOWN,1968,1,3,75058,34510,40548,Worship Facility,Worship Facility,75058,,,,,,8,105,124.1,144.5,164.6,7879628,9317362,0,360520,1230144,66495,6649535,0,361.73,4.75,No,,Compliant,,,14,,24,18081
21314,2015,Multifamily HR (10+),High-Rise Multifamily,SIXTH AND PINE BUILDING,1975700120,12 Hebron Way,7,DOWNTOWN,1923,1,10,67560,0,67560,"Multifamily Housing, Office, Retail Store",Multifamily Housing,48576,Retail Store,12624,Office,6360,,86,47.6,50.7,128.4,136.9,3218824,3426902,0,742162,2532361,6866,686568,0,54.12,0.64,No,,Compliant,,,14,,24,18081
21315,2015,NonResidential,Small- and Mid-Sized Office,1518 5TH AVE OFFICE,1975700135,191 Kenmount Rd,7,DOWNTOWN,1903,1,3,57720,0,57720,Office,Office,25000,,,,,,100,1.8,1.8,5.5,5.5,43943,43943,0,12879,43945,0,0,0,0.31,0,No,,Compliant,Low Outlier,,14,,24,18081
21317,2015,NonResidential,Retail Store,COLISEUM BUILDING,1975700155,"215 Water Street, Suite #F5",7,DOWNTOWN,1915,1,1,36504,0,36504,Retail Store,Retail Store,16200,,,,,,5,132.1,132.1,398.8,398.8,2139713,2139713,0,590835,2016013,1238,123784,0,20.63,0.33,No,,Compliant,,,14,,24,18081
21318,2015,NonResidential,Small- and Mid-Sized Office,WESTLAKE PLACE,1975700195,535 Larry Uteck Blvd.,7,DOWNTOWN,1907,1,6,35200,0,35200,Office,Office,35200,,,,,,7,86.8,86.8,272.5,272.5,3054714,3054714,0,895285,3054841,0,0,0,21.3,0.23,No,,Compliant,,,14,,24,18081
21319,2015,NonResidential,Small- and Mid-Sized Office,IMPERIAL HOTEL BUILDING,1975700275,41 Mic Mac Blvd.,7,DOWNTOWN,1907,1,5,35840,0,35840,Office,Office,35840,,,,,,75,45.7,54.2,101.1,110,1638229,1942890,0,266720,910087,7282,728179,0,45.02,1.15,No,,Compliant,,,14,,24,18081
21321,2015,NonResidential,Other,Fifth and Union,1975700281,21 Micmac Blvd,7,DOWNTOWN,1941,1,2,25920,0,25920,Bank Branch,Bank Branch,23230,,,,,,55,60.9,60.9,191.3,191.3,1415494,1415494,0,414858,1415553,0,0,0,9.87,0.15,No,,Compliant,,,14,,24,18081
21322,2015,NonResidential,Small- and Mid-Sized Office,FOURTH & UNION BUILDING/MEN"S WAREHOUSE,1975700290,"675 Windmill Road, Dartmouth Crossing",7,DOWNTOWN,1928,1,4,30525,0,30525,"Office, Retail Store",Office,15609,Retail Store,6104,,,,14,138.8,148.8,364.8,376.7,3014691,3229811,798277,649594,2216506,0,0,0,77.07,2.21,No,,Compliant,,,14,,24,18081
21325,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SECOND & PINE APTS,1975700420,32 Foulis Row,7,DOWNTOWN,1910,1,7,42078,0,42078,Multifamily Housing,Multifamily Housing,42078,,,,,,84,35.3,38.8,79.1,88.6,1483856,1630883,0,248161,846759,6371,637132,0,39.74,0.86,No,,Compliant,,,14,,24,18081
21326,2015,Multifamily LR (1-4),Low-Rise Multifamily,GLEN HOTEL APARTMENTS,1975700511,"547 Portland Street, 3",7,DOWNTOWN,1907,1,3,27250,0,27250,Multifamily Housing,Multifamily Housing,30000,,,,,,64,44.6,54.1,85.1,99.4,1339385,1623743,0,160942,549157,7903,790250,0,45.8,1.59,No,,Compliant,,,14,,24,18081
21328,2015,NonResidential,Other,FIRST HILL CONVALESCENT HOME,1978200320,1 Bell Blvd Extension,7,EAST,1964,1,4,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284,,,,,,,161.4,161.4,471.3,471.3,8436996,8436996,0,2213045,7551223,8861,886085,0,99.7,1.37,No,,Compliant,,,19,,12,18081
21329,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SOVREIGN APARTMENTS,1978200340,5850 College St,7,EAST,1925,1,5,47154,9478,37676,"Multifamily Housing, Parking",Multifamily Housing,37676,Parking,9478,,,,93,52.3,64.4,87.9,100.5,1972234,2426699,0,173908,593399,13789,1378860,0,77.37,1.59,Yes,,Compliant,,,19,,12,18081
21330,2015,Multifamily MR (5-9),Mid-Rise Multifamily,TEN TWENTY,1978200360,5554 Kaye Street,7,EAST,1962,1,5,39895,3848,36047,"Multifamily Housing, Parking",Multifamily Housing,31979,Parking,3848,,,,5,93.7,115.8,140.5,163.7,2996641,3704335,0,188882,644491,23522,2352177,0,129.42,3.17,Yes,,Compliant,High Outlier,,19,,12,18081
21331,2015,Multifamily LR (1-4),Low-Rise Multifamily,OXFORD CREST APT,1978200425,"5640 Spring Garden Road, 301",7,EAST,1925,1,4,63681,8010,55671,"Multifamily Housing, Parking",Multifamily Housing,55671,Parking,8010,,,,54,39.8,44.4,86.7,97.9,2216979,2470746,0,350477,1195877,10212,1021151,0,62.57,0.9,No,,Compliant,,,19,,12,18081
21332,2015,Multifamily MR (5-9),Mid-Rise Multifamily,STOCKBRIDGE APT,1978200440,84 Chain Lake Drive,7,EAST,1925,1,6,57930,6965,50965,"Multifamily Housing, Parking",Multifamily Housing,57930,Parking,4286,,,,96,30.6,34.3,69.6,78.8,1775433,1985448,0,304157,1037828,7376,737649,0,46.41,0.72,No,,Compliant,,,19,,12,18081
21333,2015,Multifamily MR (5-9),Mid-Rise Multifamily,VESPER APTS,1978200445,1919 Upper Water Street,7,EAST,1991,1,5,62480,31920,30560,Multifamily Housing,Multifamily Housing,62480,,,,,,72,32.3,35.1,101.5,110.1,2020560,2190396,0,592192,2020644,0,0,0,14.09,0.09,No,,Compliant,,,19,,12,18081
21335,2015,Multifamily HR (10+),High-Rise Multifamily,PANORAMA HOUSE APTS,1978200470,5991 Spring Garden Road,7,EAST,1962,1,18,250883,79966,170917,Multifamily Housing,Multifamily Housing,250883,,,,,,99,32.9,39.3,49.8,56.6,8241967,9854124,0,539048,1839309,64027,6402734,0,352.87,1.37,No,,Compliant,,,19,,12,18081
21336,2015,NonResidential,Other,UNIVERSITY CLUB,1978200605,"1646 Barrington Street, Suite 800",3,EAST,1912,1,3,20411,0,20411,Social/Meeting Hall,Social/Meeting Hall,20411,,,,,,,95,108,174.6,188.2,1939297,2203872,0,214069,730432,12089,1208895,0,69.3,3.24,No,,Compliant,,,19,,12,18379
21338,2015,Multifamily LR (1-4),Low-Rise Multifamily,SAN MARCO APARTMENTS,1978200710,"1 Bell Boulevard, 2010",3,EAST,1905,1,4,24840,0,24840,Multifamily Housing,Multifamily Housing,24840,,,,,,87,29.5,32.7,65.3,73.4,733970,811131,0,119379,407339,3266,326647,0,20.19,0.74,Yes,,Compliant,,,19,,12,18379
21339,2015,Multifamily LR (1-4),Low-Rise Multifamily,TATE MASON,1978200745,5201 Duke St,3,EAST,1997,1,4,132024,62728,69296,Multifamily Housing,Multifamily Housing,68148,,,,,,45,45.1,51.9,106.3,122.3,3073778,3539864,0,563584,1923028,11508,1150829,0,74.53,0.5,No,,Compliant,,,19,,12,18081
21340,2015,Multifamily MR (5-9),Mid-Rise Multifamily,TUSCANY APTS,1978200750,20 Parkland Dr,3,EAST,1928,1,5,82776,23242,59534,"Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,57534,Parking,23242,Office,2000,,,30.8,34.1,96.7,107.1,1834290,2030958,0,537600,1834366,0,0,0,12.79,0.06,No,,Compliant,,,19,,12,18081
21341,2015,Multifamily MR (5-9),Mid-Rise Multifamily,CASCADE COURT,1978200790,7001 Mumford Road,3,EAST,1993,1,5,111954,39826,72128,"Multifamily Housing, Parking",Multifamily Housing,70072,Parking,41882,,,,89,54.3,61.1,116.2,130.9,3805877,4281695,0,581269,1983370,18226,1822589,0,110.62,0.91,No,,Compliant,,,19,,12,18081
21344,2015,Multifamily HR (10+),High-Rise Multifamily,THE SUMMIT,1978200865,188 Chainlake Drive,3,EAST,2000,1,13,207022,48946,158076,"Multifamily Housing, Parking",Multifamily Housing,158076,Parking,48946,,,,1,114.3,126.8,220.6,232.1,18074716,20043350,0,2228473,7603866,104712,10471167,0,609.13,2.78,Yes,,Compliant,,,19,,12,18081
21345,2015,Multifamily LR (1-4),Low-Rise Multifamily,ARCADIA APT + ST PAUL APT,1978200895,"378 Welton Street, Durham Centre",3,EAST,1916,1,4,77246,0,77246,Multifamily Housing,Multifamily Housing,77246,,,,,,97,28.1,32.3,58.1,68.9,2172841,2493638,0,309481,1055994,11169,1116890,0,66.68,0.8,Yes,,Compliant,,,8,,12,18081
21349,2015,Multifamily MR (5-9),Mid-Rise Multifamily,HILLTOP COURT APTS,1978200960,90 Kingston Rd.,3,EAST,1987,1,5,42331,0,42331,Multifamily Housing,Multifamily Housing,42331,,,,,,80,28,30.6,87.8,96.2,1183623,1297055,0,346900,1183672,0,0,0,8.25,0.07,No,,Compliant,,,8,,12,18379
21351,2015,NonResidential,Medical Office,SWEDISH HOSPITAL MEDICAL CENTER (ALCOA BUILDING),1978201116,"15 Westney Road, Pad 24",3,EAST,1962,1,2,30855,10285,20570,Medical Office,Medical Office,21571,,,,,,2,139.1,158.2,294.5,309,2999512,3413046,0,449194,1532714,14669,1466861,0,88.59,2.66,No,,Compliant,,,8,,12,19578
21353,2015,NonResidential,Small- and Mid-Sized Office,FIRST BAPTIST CHURCH (2012),1978201205,1100 Wilson Street West,3,EAST,1910,1,3,73549,0,73549,,,,,,,,,90,38.4,47.7,67.1,76.9,2823242,3508803,0,276394,943095,18802,1880186,0,106.43,1.39,No,,Compliant,,,8,,12,19578
21357,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE SENECA APARTMENTS,1978201230,220 Wilson Street East,3,EAST,1998,1,5,32870,11038,21832,"Multifamily Housing, Parking",Multifamily Housing,21877,Parking,7875,,,,42,39.4,43.3,123.8,136,862826,947374,0,252880,862862,0,0,0,6.02,0.07,No,,Compliant,,,8,,12,19578
21364,2015,NonResidential,Other,PACIFIC NORTHWEST RESEARCH LAB,1978201421,1175 Wilson Street,3,EAST,1988,1,5,45780,11400,34380,"Other - Education, Parking",Other - Education,45780,Parking,4500,,,,,227.2,251.8,503.8,528,10403123,11528921,4898180,1597322,5450289,549,54881,0,418.99,8.64,No,,Compliant,,,19,,11,19578
21365,2015,NonResidential,Medical Office,NORTHWEST KIDNEY CENTER,1978201435,"737 Golf Links Rd., Unit 1",3,EAST,1963,1,3,39115,0,39115,,,,,,,,,71,53.7,55.5,139.1,139,2683336,2774876,0,579959,1978902,7045,704516,0,51.21,1.09,No,,Compliant,,,19,,11,19578
21366,2015,NonResidential,Other,CHURCH BUILDING USED AS MEETING HALL,1979200050,"35 First Commerce Drive, Building R2",7,EAST,1916,1,3,38038,0,38038,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886,Office,1184,Food Service,436,,,28.2,34.4,55.3,62.8,1057256,1289700,642693,121502,414580,0,0,0,52.5,1.33,No,,Compliant,,,19,,12,18081
21367,2015,NonResidential,Worship Facility,FIRST PRESBYTERIAN CHURCH,1979200090,650 Wellington St E,7,EAST,1962,1,3,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000,Parking,17600,,,,48,51.4,62.2,94.8,110,2726269,3295798,1578661,269385,919179,2285,228467,0,140.4,3.61,No,,Compliant,,,19,,12,18379
21370,2015,Multifamily HR (10+),High-Rise Multifamily,ONE THOUSAND 8TH AVENUE APARTMENTS,1979200125,"2 Orchard Heights Blvd., Unit 17",7,EAST,1949,1,14,333244,76762,256482,Multifamily Housing,Multifamily Housing,256482,,,,,,64,48.5,53.2,111.6,126.2,12448381,13644460,0,2180827,7441291,50074,5007400,0,317.82,0.86,No,,Compliant,,,19,,12,18379
21372,2015,Multifamily HR (10+),High-Rise Multifamily,LOWELL-EMERSON,1979200186,"129 Pedersen Drive, Building B, Unit 1",7,EAST,1928,1,11,105776,0,105776,"Multifamily Housing, Retail Store",Multifamily Housing,104426,Retail Store,1350,,,,,54.4,61.2,97.9,106.9,5755308,6473698,3984262,519064,1771119,0,0,0,319.88,2.95,No,,Compliant,,,19,,12,18081
21373,2015,Multifamily LR (1-4),Low-Rise Multifamily,PAUL REVERE APTS,1979200245,19 Mapleview Drive,3,EAST,1923,1,4,43606,0,43606,Multifamily Housing,Multifamily Housing,35632,,,,,,76,33.6,37.6,105.6,118.1,1198291,1340222,0,351199,1198341,0,0,0,8.35,0.07,No,,Compliant,,,19,,12,18379
21374,2015,Multifamily LR (1-4),Low-Rise Multifamily,JOHN ALDEN APTS,1979200250,509 Bayfield Street,3,EAST,1924,1,4,58503,0,58503,Multifamily Housing,Multifamily Housing,58503,,,,,,95,40,49.2,65.7,75.3,2338852,2878416,0,194318,663042,16758,1675838,0,93.63,1.55,Yes,,Compliant,,,19,,12,18379
21380,2015,Nonresidential COS,Small- and Mid-Sized Office,SYSTEM CONTROL CENTER,1982201065,482 Bayfield Street Unit 3,6,BALLARD,1993,1,1,27744,0,27744,"Data Center, Office, Other",Office,18380,Other,6060,Data Center,3304,,66,172,172,540,540,4770943,4770943,0,1398283,4771140,0,0,0,33.26,0.46,No,,Compliant,,,4,,2,18386
21382,2015,NonResidential,Non-Refrigerated Warehouse,SUPERIOR SELF STORAGE MINI WHSE,1982201700,420 Essa Road,6,BALLARD,1960,1,1,36444,0,36444,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444,,,,,,76,4.9,5.3,15.4,16.8,178243,194831,0,52240,178250,0,0,0,1.24,0.01,No,,Compliant,,,4,,2,18386
