user,activity,timestamp,x-axis,y-axis,z-axis,Date,Total_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Steps,Calories_Burned
13,Walking,2.07E+12,-2.56,11.22,-0.9125633,4/18/2016,8.670000076,2.440000057,0.270000011,5.940000057,0,29,5,191,1215,11423,2761
7,Upstairs,2.09E+14,13.82,4.1,1.18,4/21/2016,15.01000023,0.980000019,0.400000006,5.619999886,0,11,19,294,579,19542,4900
5,Jogging,2.16E+12,14.44,16.74,-2.9556155,4/21/2016,8.739999771,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,12453,3158
10,Walking,3.69E+12,-4.18,0.99,-3.98,4/13/2016,7.010000229,1.659999967,1.940000057,3.410000086,0,19,32,195,676,10352,2038
17,Walking,5.80E+13,3.214402,5.5162406,-0.7627395,5/9/2016,2.559999943,1.429999948,0.140000001,0.99000001,0,34,11,70,1099,3421,2489
33,Walking,1.08E+13,-4.99,12.03,1.1849703,4/24/2016,2.940000057,0,0,2.940000057,0,0,0,135,734,3703,2741
33,Sitting,6.87E+11,5.71,2.56,7.82,5/11/2016,2.650000095,0.109999999,0.170000002,2.329999924,0,2,8,134,1296,3689,2645
11,Jogging,5.71E+13,-9.85,7.7,-3.83,4/24/2016,2.410000086,0,0,2.410000086,0,0,0,89,1351,3321,2413
33,Walking,1.08E+13,-7.08,17.5,-0.6537767,5/3/2016,2.680000067,0,0,2.680000067,0,0,0,184,1256,4059,1742
32,Walking,2.35E+13,-1.33,19.53,-1.1441092,5/10/2016,8.609999657,0.079999998,1.879999995,6.650000095,0,1,37,262,701,10613,3172
26,Walking,5.41E+11,4.75,7.12,-1.92,4/24/2016,1.179999948,0,0,1.179999948,0,0,0,104,582,1807,1507
13,Walking,1.08E+12,-0.27,7.44,0.6946377,4/21/2016,2.480000019,0,0,0.349999994,0,0,0,34,1265,3702,1792
7,Upstairs,2.09E+14,9.23,13.72,4.71,4/24/2016,0,0,0,0,0,0,0,0,1440,0,1347
5,Sitting,3.05E+12,4.1,3.02,8.158588,5/4/2016,1.370000005,0,0,1.370000005,0,0,0,87,1353,2080,1549
5,Downstairs,2.58E+12,-0.19,4.4,2.2609777,5/6/2016,6.420000076,0.409999996,0.469999999,5.460000038,0,6,11,314,692,9524,2266
30,Walking,5.72E+11,10.15,-1.23,-7.86,4/12/2016,4.429999828,0,0,4.429999828,0,0,0,339,1101,6697,2030
27,Walking,1.05E+13,2.87,8.89,0.46309182,5/5/2016,6.989999771,0.670000017,0.219999999,6.090000153,0,8,5,241,745,8614,3006
12,Jogging,1.74E+13,-8.43,17.97,-0.19,5/9/2016,4.829999924,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,6643,3008
33,Downstairs,1.03E+13,2.45,13.14,6.8237944,5/2/2016,11.05000019,1.539999962,6.480000019,3.019999981,0,24,143,176,713,16520,1760
18,Downstairs,3.36E+13,-0.19,7.46,8.076866,5/1/2016,8.319999695,3.130000114,0.569999993,4.570000172,0,36,12,166,1226,10930,2786
8,Jogging,1.12E+14,1.69,11.73,-17.62,4/26/2016,8.18999958,0.07,4.21999979,3.890000105,0,1,91,214,1134,10499,3093
15,Jogging,8.38E+11,-5.52,-1.33,-4.2086873,5/7/2016,4.769999981,0,0,4.769999981,0,0,0,250,1190,6117,2810
21,Downstairs,1.19E+14,-1.76,2.72,-0.93,4/12/2016,6.079999924,3.599999905,0.379999995,2.099999905,0,86,16,140,728,8135,3405
16,Walking,5.36E+12,-1.46,4.33,-1.8387469,5/3/2016,8.390000343,1.5,1.200000048,5.679999828,0,26,29,247,812,12848,2116
19,Sitting,1.32E+14,8.81,-1.33,2.22,4/17/2016,9.140000343,5.980000019,0.829999983,2.319999933,0,200,37,159,525,12231,4552
32,Sitting,2.60E+12,8.2,-2.37,4.21,4/14/2016,5.25,0,0,5.230000019,0,0,0,373,843,7937,2130
1,Walking,5.02E+12,2.98,9.7,0.04,4/23/2016,9.039999962,2.809999943,0.870000005,5.360000134,0,41,21,262,732,14371,1949
10,Walking,4.29E+12,0.69,11.8,-4.33,4/27/2016,7.230000019,0.409999996,1.919999957,4.909999847,0,6,47,300,680,10780,2324
35,Jogging,1.44E+12,1.69,6.47,4.0588636,4/16/2016,4.820000172,0.550000012,0.75,3.5,0,8,12,308,1112,7289,1997
5,Walking,1.87E+12,2.07,4.9,-0.7627395,4/24/2016,3.950000048,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,6076,1617
3,Walking,1.01E+14,-3.06,7.97,-0.15,4/23/2016,5.550000191,0,0,5.539999962,0.01,0,0,227,1213,8538,1562
5,Walking,1.49E+12,2.91,6.97,-0.9942854,4/25/2016,8.479999542,5.619999886,0.430000007,2.410000086,0,50,9,133,781,11177,1570
26,Walking,4.99E+11,10.5,7.46,-1.38,4/25/2016,8.010000229,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,11369,2470
24,Jogging,1.45E+13,4.86,-19.04,-7.12,4/29/2016,11.82999992,3.900000095,3,4.920000076,0,46,67,258,1069,15168,3513
26,Jogging,1.39E+12,-17.43,1.33,-0.65,4/16/2016,4.150000095,0,0,0,0,0,0,0,1440,5319,2693
17,Upstairs,3.44E+13,-0.42,8.28,-1.61,5/10/2016,8.149999619,1.350000024,0.460000008,6.28000021,0,18,11,224,1187,10733,2832
34,Walking,1.27E+12,9.96,12.3,-3.3,4/12/2016,3.910000086,0,0.330000013,3.579999924,0,0,7,196,1237,5014,2650
15,Jogging,3.95E+11,-4.71,6.13,11.413852,4/20/2016,0.01,0,0,0.01,0,0,0,1,1439,8,1349
36,Upstairs,1.46E+13,-1.04,9.19,0.9942854,5/6/2016,7.179999828,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,10227,2498
7,Jogging,2.08E+14,-15.24,10.19,-4.75,4/16/2016,5.059999943,0.209999993,0.400000006,4.449999809,0,6,9,253,609,6580,3073
11,Jogging,5.66E+13,-1.42,0.99,-6.97,4/18/2016,10.97999954,3.789999962,2.119999886,5.050000191,0.02,48,31,284,1077,14816,2832
34,Upstairs,2.20E+12,0.38,15.55,-0.42,4/21/2016,12.01000023,6.900000095,0.819999993,4.289999962,0,137,16,145,677,15148,4236
28,Walking,1.85E+12,2.37,8.96,0.7627395,5/2/2016,3.730000019,0,0,3.730000019,0,0,0,236,1204,4933,2044
32,Walking,2.43E+13,-2.98,-2.45,-4.440233,5/5/2016,8.350000381,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,11895,2609
19,Walking,1.31E+14,-4.14,13.63,1.69,4/19/2016,10.10999966,4.28000021,1.659999967,4.179999828,0,69,28,249,756,15482,2284
33,Walking,1.10E+13,3.45,9.04,1.6480621,4/21/2016,0,0,0,0,0,0,0,0,1440,0,2060
36,Jogging,1.40E+13,-1.84,10.34,8.158588,4/20/2016,10.64000034,7.639999866,0.449999988,2.539999962,0,87,13,145,797,14365,2997
24,Downstairs,1.60E+13,-16.36,-0.72,-9,5/2/2016,4.809999943,0.629999995,0.170000002,4.010000229,0,63,4,142,802,6064,3491
33,Upstairs,4.97E+13,-1.6480621,6.3198414,2.1111538,4/14/2016,6.880000114,0.109999999,0.330000013,6.440000057,0,1,9,339,589,10210,2302
32,Upstairs,2.53E+13,-8.31,11.35,1.3075534,4/22/2016,5.159999847,0.560000002,1.679999948,2.920000076,0,9,27,206,781,7804,1946
8,Downstairs,1.12E+14,-10.99,12.83,2.68,4/20/2016,7.440000057,2.230000019,0.439999998,4.78000021,0,82,8,169,763,9388,3787
15,Walking,1.10E+12,0.46,8.43,-1.8387469,5/1/2016,7.070000172,2.670000076,1.980000019,2.410000086,0,41,40,124,691,10414,1501
28,Walking,1.60E+12,-2.96,15.85,0.42223078,4/20/2016,6.21999979,4.119999886,0.340000004,1.75999999,0,87,16,113,773,8330,3192
24,Jogging,1.51E+13,-0.31,-13.4,10.38,4/27/2016,12.21000004,6.400000095,0.409999996,5.409999847,0,78,11,243,1108,18134,2159
8,Jogging,1.12E+14,19.72,2.3,8.2,4/15/2016,6.28000021,2.140000105,1.25999999,2.829999924,0,29,34,209,726,9762,1745
36,Jogging,1.35E+13,2.18,19.57,-3.0237172,4/30/2016,7.869999886,0.150000006,1.279999971,6.429999828,0,2,28,317,1093,10085,3164
19,Jogging,1.30E+14,-8.12,-4.63,-4.99,4/21/2016,6.75,1.850000024,1.529999971,3.380000114,0,23,26,208,761,10080,2048
3,Upstairs,1.03E+14,12.72,10.8,9.08,5/6/2016,3.910000086,0,0,3.910000086,0,0,0,299,717,5908,1850
19,Walking,1.31E+14,-1.65,16.66,-2.15,4/12/2016,10.28999996,4.5,0.379999995,5.409999847,0,53,8,355,1024,14172,2937
5,Jogging,2.01E+12,2.41,0.15,-0.8036005,4/21/2016,9.18999958,2.150000095,1.870000005,5.170000076,0,30,34,327,1049,13744,2763
15,Jogging,5.41E+11,15.4,19.46,-0.5720546,4/26/2016,4.409999847,2.410000086,0.039999999,1.960000038,0,29,1,180,839,6326,2291
2,Walking,8.17E+12,-2.18,11.75,3.45,4/24/2016,2.74000001,0.059999999,0.200000003,2.470000029,0,1,5,191,692,4081,1880
33,Sitting,6.82E+11,5.79,2.64,7.78,4/18/2016,4.420000076,0,0.25999999,4.139999866,0,0,7,260,1173,6559,1905
35,Sitting,1.79E+11,5.09,6.7,5.71,5/7/2016,4.710000038,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,6708,1995
20,Upstairs,2.17E+12,-0.76,9.53,1.4982382,4/19/2016,0,0,0,0,0,0,0,0,1440,0,1688
34,Walking,1.21E+12,-0.46,13.67,-5.82,4/27/2016,0,0,0,0,0,0,0,0,1440,0,1841
36,Sitting,1.48E+13,-4.99,-2.18,7.7363577,4/20/2016,7.829999924,0.200000003,4.349999905,3.279999971,0,2,98,164,845,11658,1554
20,Walking,1.33E+12,-1.38,6.59,-2.3699405,4/30/2016,0.779999971,0,0,0.779999971,0,0,0,84,506,1202,1463
15,Jogging,6.43E+11,19.34,19.53,-7.7363577,4/21/2016,6.340000153,1.340000033,0.349999994,4.650000095,0,19,8,211,838,9819,1775
5,Walking,1.75E+12,4.21,10.99,1.1168685,4/14/2016,6.699999809,0.02,2.74000001,3.940000057,0,1,48,206,705,10129,2010
1,Jogging,5.42E+12,12.76,1.61,5.94,5/4/2016,7.150000095,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,11100,1819
33,Downstairs,5.00E+13,1.1168685,4.5219555,0.42223078,4/22/2016,0,0,0,0,0,0,0,0,1440,0,1980
26,Walking,1.24E+12,7.59,11.5,-4.56,4/17/2016,4.179999828,0,0,4.179999828,0,0,0,249,1191,6198,1852
36,Jogging,1.34E+13,-8.96,2.53,1.0760075,4/12/2016,3.450000048,0,0,3.450000048,0,0,0,199,1241,4562,2560
17,Walking,5.79E+13,7.3958488,13.593107,-0.9942854,4/21/2016,8.56000042,5.880000114,0.930000007,1.75,0,49,20,172,1199,11268,2218
14,Jogging,6.04E+13,15.66,-1.69,16.93,4/26/2016,8.430000305,1.75999999,0.129999995,6.5,0,22,3,258,1157,11101,2860
7,Jogging,2.08E+14,-6.78,3.99,-2.79,4/28/2016,7.630000114,3.710000038,0.75,3.170000076,0,49,13,165,727,11393,1999
30,Sitting,1.54E+12,4.1,6.82,-6.47,5/6/2016,8.279999733,3.109999895,2.50999999,2.670000076,0,29,55,168,676,11677,1590
13,Upstairs,3.35E+12,-0.53,9.58,1.8387469,5/1/2016,7.889999866,1.00999999,0.680000007,6.199999809,0,12,15,241,579,10255,2926
3,Walking,1.02E+14,2.3,4.14,0.69,4/27/2016,1.129999995,0,0,1.129999995,0,0,0,112,900,1758,2067
19,Sitting,1.32E+14,8.92,-0.76,2.3,4/18/2016,2.430000067,0,0,2.430000067,0,0,0,206,622,3727,1683
20,Walking,4.95E+11,-0.3,3.21,3.0237172,4/30/2016,2.930000067,0,0,2.930000067,0,0,0,233,594,4729,1506
2,Jogging,1.01E+13,-19.34,19.57,-11.3,5/6/2016,3.700000048,1.929999948,0.319999993,1.450000048,0,41,16,79,1304,4950,2643
24,Jogging,1.46E+13,6.47,-3.87,1.69,4/14/2016,2.670000076,0,0,2.670000076,0,0,0,231,717,3974,2194
32,Walking,2.43E+13,-8.31,6.7,-7.9270425,5/3/2016,5.019999981,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,7443,1878
20,Upstairs,2.59E+12,-2.83,7.31,1.6889231,4/13/2016,3.25999999,0,0,3.25999999,0,0,0,248,1192,4929,1860
25,Walking,7.60E+12,-0.23,8.69,1.95,4/29/2016,8.050000191,1.059999943,0.920000017,6.070000172,0,12,19,267,692,9930,3165
20,Downstairs,2.71E+12,-0.69,7.7,3.8273177,5/4/2016,2.769999981,0,0,2.769999981,0,0,0,224,651,4249,1698
8,Sitting,1.12E+14,-0.65,-1.69,9.49,4/28/2016,7.429999828,3.25,1.169999957,3.00999999,0,99,51,141,692,9841,3580
3,Downstairs,1.03E+14,-3.02,7.01,1.42,4/30/2016,5.590000153,2.99000001,0.059999999,2.539999962,0,27,1,131,1281,7135,2408
6,Jogging,3.11E+12,9.85,-5.43,7.4639506,5/1/2016,4.96999979,0.49000001,1.039999962,3.440000057,0,7,18,196,1219,7399,1739
32,Sitting,2.60E+12,8.24,-2.37,4.18,5/12/2016,6.409999847,1.279999971,0.670000017,4.440000057,0,16,16,236,728,9117,1853
24,Jogging,1.46E+13,5.56,14.44,7.97,4/29/2016,4.949999809,0.49000001,0.449999988,4,0,24,36,182,1198,7881,2616
8,Upstairs,1.12E+14,4.14,9.15,1.99,5/4/2016,9.520000458,2.789999962,0.930000007,5.800000191,0,35,21,251,632,12375,3162
20,Sitting,5.88E+13,-1.65,3.76,9.62,5/7/2016,4.170000076,0,0,4.159999847,0,0,0,227,1213,5510,2613
1,Jogging,5.48E+12,-4.29,-19.53,2.56,5/12/2016,0,0,0,0,0,0,0,0,966,0,1383
20,Jogging,9.64E+11,-0.53,15.55,-3.1463003,4/25/2016,2.599999905,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,3580,2497
19,Walking,1.30E+14,6.7,5.18,-0.93,4/19/2016,1.389999986,0,0,1.389999986,0,0,0,121,895,2064,1954
30,Walking,2.18E+11,-0.42,11.54,-5.9,4/25/2016,0,0,0,0,0,0,0,0,1440,0,1688
4,Walking,2.84E+12,-3.95,3.72,-5.41,4/19/2016,2.779999971,0,0,2.779999971,0,0,0,164,1276,4212,1763
34,Jogging,1.83E+12,1.76,-6.51,-2.11,4/24/2016,4.679999828,3,0.059999999,1.620000005,0,46,1,190,1203,6873,1898
6,Walking,3.40E+12,7.5,15.83,4.7126403,4/18/2016,5.190000057,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,7132,2806
20,Walking,5.31E+11,2.07,13.33,-0.38136974,4/15/2016,4.829999924,0,0,4.829999924,0,0,0,350,711,7198,2496
15,Upstairs,1.88E+12,-1.38,11.8,-1.1441092,5/3/2016,8.25,4.519999981,0.150000006,3.569999933,0,97,8,212,580,11045,3795
2,Jogging,1.02E+13,-5.79,2.87,-2.75,4/24/2016,5.659999847,0,0,5.650000095,0,0,0,395,1045,8563,2173
11,Walking,1.56E+12,-0.5,12.79,-1.56634,4/15/2016,2.369999886,0,0,2.369999886,0,0,0,188,687,3821,1444
3,Jogging,1.02E+14,-11.3,2.3,-0.19,4/18/2016,5.239999771,0.07,0.280000001,4.889999866,0,1,6,311,1122,7762,1890
25,Jogging,8.41E+12,-19.42,-4.59,-3.76,4/26/2016,6.900000095,2.579999924,0.419999987,3.900000095,0,36,7,254,680,10433,2012
10,Upstairs,5.33E+12,5.05,12.15,6.59,4/30/2016,5.28000021,0,0,5.28000021,0,0,0,343,1040,6987,2275
8,Jogging,1.12E+14,6.24,-1.61,3.53,5/2/2016,2.450000048,0.360000014,0.209999993,1.879999995,0,5,6,123,1306,3634,1613
20,Sitting,5.93E+13,-4.67,3.06,8.28,4/25/2016,5.349999905,0.589999974,0.25,4.510000229,0,18,10,340,993,8095,2225
8,Walking,1.11E+14,2.87,10.04,2.79,5/8/2016,4.889999866,0,0,4.880000114,0,0,0,295,991,6724,2987
20,Downstairs,2.67E+12,-1.88,14.9,9.302697,5/11/2016,9.399999619,6.079999924,0.280000001,3.039999962,0,60,7,184,1189,12209,2809
13,Downstairs,2.87E+12,-1.46,7.35,2.6423476,5/7/2016,0,0,0,0,0,0,0,0,1440,0,1347
19,Jogging,1.30E+14,-4.21,1.04,4.1,4/14/2016,1.5,0,0.400000006,1.100000024,0,0,9,88,1292,2163,2383
4,Sitting,3.62E+12,-7.12,-0.76,-6.93,4/28/2016,12.39999962,9.670000076,0.389999986,2.349999905,0,90,9,153,1188,15447,3062
33,Jogging,5.56E+13,5.8976107,2.070293,2.152015,5/6/2016,4.75,0,0.119999997,4.610000134,0.01,0,5,370,1065,7063,1910
36,Jogging,1.40E+13,1.73,5.56,0,5/4/2016,0.810000002,0,0,0.810000002,0,0,0,52,1388,1201,1426
36,Sitting,1.48E+13,-5.05,-2.22,7.7772183,4/12/2016,8.5,1.879999995,0.550000012,6.059999943,0,25,13,328,728,13162,1985
10,Jogging,4.58E+12,-9.77,6.97,-3.87,5/3/2016,8.210000038,1.389999986,0.100000001,6.670000076,0.01,19,3,229,1189,10818,2817
7,Upstairs,2.09E+14,-5.98,11.18,0.46,4/23/2016,5.710000038,1.210000038,0.360000014,4.139999866,0,24,24,223,627,7638,3152
32,Jogging,2.45E+13,-13.59,18.96,-6.2789803,4/16/2016,0.159999996,0,0,0.159999996,0,0,0,12,1428,244,1721
15,Walking,1.32E+12,-3.49,5.43,-2.1792557,5/8/2016,4.329999924,1.799999952,0.5,2.019999981,0,66,35,238,1019,6543,2666
10,Standing,5.50E+12,-1.04,9.92,-0.5,4/26/2016,6.639999866,0.569999993,0.920000017,5.150000095,0,8,21,288,649,9899,2236
19,Jogging,1.30E+14,0.19,-4.86,-3.72,4/21/2016,6.179999828,1.360000014,0.300000012,4.510000229,0,19,6,206,758,9469,2463
21,Walking,1.18E+14,-0.38,4.06,2.03,4/15/2016,0.680000007,0,0,0.680000007,0,0,0,51,941,980,2221
30,Downstairs,1.03E+12,6.13,12.83,-6.93,5/6/2016,0.029999999,0,0,0.029999999,0,0,0,2,1438,44,1351
12,Sitting,1.87E+13,8.16,-2.18,3.95,5/12/2016,0.519999981,0,0,0.519999981,0,0,0,58,380,768,1212
24,Downstairs,1.59E+13,-1.73,11.37,-0.19,5/6/2016,4.619999886,0,0,4.590000153,0.029999999,0,0,305,1135,6116,2806
34,Walking,1.09E+12,-0.5,13.38,-4.71,5/8/2016,2.230000019,0,0,2.220000029,0,0,0,152,1288,3427,1427
13,Walking,1.20E+12,0.89,8.12,-0.27240697,5/12/2016,2.559999943,0.379999995,0.270000011,1.889999986,0,5,4,58,343,3789,1199
6,Walking,3.39E+12,8.69,13.33,4.2495484,4/18/2016,3.00999999,0.310000002,1.059999943,1.350000024,0,4,22,105,1309,3864,2536
23,Jogging,7.47E+11,4.14,-11.41,-12.11,5/5/2016,8.430000305,2.619999886,1.679999948,4.039999962,0.07,38,42,196,916,11728,3429
31,Jogging,2.35E+13,0.72,4.79,0.27,4/15/2016,5.699999809,0,0,5.690000057,0.01,0,0,448,992,8482,2063
20,Downstairs,2.26E+12,3.83,6.59,3.1054392,4/27/2016,5.440000057,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,8367,1670
26,Jogging,1.37E+12,-15.75,18.5,8.58,4/15/2016,1.350000024,0.209999993,0.360000014,0.769999981,0,36,18,87,1299,1882,2951
1,Walking,5.00E+12,8.01,11.14,1.46,4/22/2016,1.809999943,0,0,1.809999943,0,0,0,162,712,2915,1399
11,Walking,2.07E+12,5.9,7.7,-0.50395286,5/12/2016,6.119999886,1.820000052,0.039999999,4.25,0,23,1,137,770,8064,1849
13,Upstairs,3.04E+12,-2.11,5.13,0.95342433,4/27/2016,9.819999695,6.460000038,0.430000007,2.930000067,0,60,10,183,1187,12422,2852
19,Standing,1.31E+14,-5.05,8.12,-1.46,4/17/2016,13.68999958,9.239999771,0.800000012,3.640000105,0,111,21,195,1113,18827,3213
26,Walking,1.13E+12,6.05,17.39,-2.34,4/28/2016,3.599999905,0,0,3.599999905,0,0,0,229,764,5439,1854
25,Walking,7.89E+12,4.29,5.48,2.15,4/12/2016,2.200000048,0,0,2.200000048,0,0,0,196,787,3276,2113
32,Walking,2.37E+13,7.78,17.58,1.4573772,4/20/2016,4.809999943,0,0,4.800000191,0.01,0,0,258,1182,6361,2701
5,Walking,1.36E+12,0.08,13.76,1.0760075,4/20/2016,3.329999924,0.839999974,0.090000004,2.380000114,0.02,15,3,274,1148,4880,1867
28,Downstairs,2.98E+12,-0.5,9.11,4.903325,5/7/2016,7.730000019,0,4.130000114,3.589999914,0,0,86,208,703,11550,1574
20,Jogging,1.04E+12,9.15,-6.4,6.3198414,5/9/2016,0,0,0,0,0,0,0,0,1440,0,1688
29,Walking,8.03E+12,5.37,10.8,-2.2201166,5/8/2016,0,0,0,0,0,0,0,0,1440,0,2063
29,Jogging,7.67E+12,-1.04,-2.45,-3.486809,4/13/2016,0.25,0,0,0.25,0,0,0,32,986,356,2151
10,Downstairs,5.12E+12,-0.57,16.21,-1.73,5/2/2016,1.429999948,0,0,1.429999948,0,0,0,95,1345,1969,1988
24,Jogging,1.44E+13,8.5,8.08,2.64,5/1/2016,28.03000069,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,36019,2690
19,Upstairs,1.31E+14,-5.13,8.66,1.88,4/19/2016,0,0,0,0,0,0,0,0,1440,0,1980
16,Walking,5.84E+12,15.94,0.99,2.6832085,5/2/2016,6.610000134,0,0,0,0,0,0,0,1440,8469,2894
2,Walking,8.11E+12,-6.89,10.53,-4.99,5/1/2016,1.870000005,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2704,2411
16,Sitting,1.07E+12,5.56,2.49,8.28,5/9/2016,3.539999962,0,0,3.539999962,0,0,0,266,641,5275,2281
10,Walking,3.64E+12,1.14,11.26,5.86,4/30/2016,5.519999981,0.400000006,1.610000014,3.50999999,0,6,38,196,695,8221,2092
7,Upstairs,2.09E+14,-5.94,4.94,-2.37,4/17/2016,5.940000057,1.139999986,0.790000021,4,0,31,12,225,1172,7851,3171
35,Jogging,1.42E+12,5.86,17.77,3.8273177,4/16/2016,9,2.029999971,4,2.970000029,0,31,83,153,663,13459,1625
19,Jogging,1.30E+14,-17.69,-4.75,-0.19,5/1/2016,6.809999943,2.289999962,1.600000024,2.920000076,0,33,35,246,730,10602,1820
3,Jogging,1.02E+14,-1.04,2.79,-1.88,5/4/2016,8.31000042,5.28000021,0.119999997,2.900000095,0,45,12,135,843,10988,2655
7,Walking,2.08E+14,13.06,19.08,-2.07,4/17/2016,2.349999905,0,0,0,0,0,0,0,1440,3008,2439
14,Upstairs,5.83E+13,8.12,6.59,-1.46,5/3/2016,6.760000229,2.74000001,0.850000024,3.160000086,0,57,36,152,761,10288,2754
22,Walking,9.29E+11,9,7.97,-1.33,5/8/2016,2.460000038,0,0,2.460000038,0,0,0,153,603,3672,1792
33,Walking,1.05E+13,1.08,6.78,5.012288,4/13/2016,3.160000086,0,0,3.160000086,0,0,0,226,647,4832,1718
1,Upstairs,6.84E+12,-11.18,8.39,-6.43,4/26/2016,3.980000019,0.850000024,0.649999976,2.470000029,0,38,32,181,759,5325,3088
7,Walking,2.08E+14,6.7,6.05,-1.42,4/19/2016,1.899999976,0,0,1.899999976,0,0,0,141,1299,2916,1435
5,Walking,1.31E+12,6.78,7.35,-1.0760075,5/3/2016,8.739999771,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,12183,2752
24,Walking,1.50E+13,-7.16,3.38,0.04,5/11/2016,4.329999924,0,0,4.329999924,0,0,0,300,1140,6424,1903
31,Jogging,2.33E+13,-17.31,7.46,10.08,4/22/2016,8.289999962,6.260000229,0.150000006,1.879999995,0,60,3,117,1260,10520,2655
24,Downstairs,1.60E+13,-18.09,-0.3,4.59,4/13/2016,5.400000095,0,0,5.389999866,0.01,0,0,350,1090,7142,2905
36,Sitting,1.49E+13,-4.37,-2.26,8.19945,5/9/2016,8.720000267,3.900000095,1.179999948,3.650000095,0,43,21,231,607,12342,2105
17,Walking,5.80E+13,3.3778462,8.812365,0.08172209,4/16/2016,25.29000092,13.23999977,1.210000038,10.71000004,0,94,29,429,888,29326,4547
8,Upstairs,1.12E+14,-1.08,7.35,-2.07,4/12/2016,8.340000153,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,11875,2390
4,Walking,2.87E+12,1.61,13.95,-1.84,5/4/2016,5.559999943,0,0,5.559999943,0,0,0,420,1020,8278,2015
7,Sitting,2.09E+14,-6.24,-3.45,6.93,4/25/2016,8.739999771,2.369999886,0.07,6.269999981,0.01,113,8,218,1101,12986,3802
8,Jogging,1.12E+14,18.58,17.31,-10.19,4/29/2016,7.150000095,1.059999943,0.5,5.579999924,0,16,12,243,815,11181,1837
5,Upstairs,2.86E+12,-0.42,14.86,0.7218784,4/16/2016,0,0,0,0,0,0,0,0,1440,0,2064
9,Walking,9.57E+12,7.16,7.01,12.41,4/18/2016,7.800000191,0.25,3.730000019,3.819999933,0,4,95,214,605,11663,1584
13,Jogging,2.43E+12,9.51,4.44,4.099725,4/20/2016,7.269999981,0.680000007,1.809999943,4.78000021,0,11,43,269,1011,10999,2198
13,Jogging,2.26E+12,-8.35,19.57,7.3141265,5/1/2016,6.730000019,0,0,6.730000019,0,0,0,397,525,8915,2361
24,Jogging,1.53E+13,4.06,-5.75,8.62,5/7/2016,0,0,0,0,0,0,0,0,1440,0,1688
25,Walking,7.60E+12,-8.2,17.01,-4.71,4/17/2016,0.519999981,0,0,0.519999981,0,0,0,60,1053,838,1214
26,Jogging,1.58E+12,-12.34,-15.43,18.81,5/5/2016,1.480000019,0,0,1.480000019,0,0,0,120,1320,2237,1589
7,Walking,2.08E+14,11.92,8.2,13.57,4/28/2016,7.800000191,2.789999962,1.639999986,3.359999895,0,54,48,161,810,11584,2862
36,Downstairs,1.48E+13,-1.99,8.43,1.7297841,5/8/2016,2.309999943,0,0,2.309999943,0,0,0,135,1305,3292,1848
6,Jogging,2.75E+12,-3.57,-11.54,-1.4165162,4/17/2016,5.880000114,1.409999967,0.100000001,4.360000134,0.01,11,2,322,1105,8199,1964
13,Jogging,2.31E+12,5.56,16.86,7.273266,4/13/2016,9.649999619,4.610000134,0.560000002,4.480000019,0,56,22,261,1101,12862,2742
20,Standing,5.97E+13,-1.42,9.47,2.96,4/26/2016,5.269999981,3.480000019,0.870000005,0.730000019,0,42,30,47,1321,7091,2584
3,Jogging,1.01E+14,-4.4,-2.18,-1.76,5/7/2016,1.409999967,0.129999995,0.239999995,1.049999952,0,2,5,49,551,1967,1032
10,Walking,4.37E+12,-4.29,4.75,-3.15,4/29/2016,9.649999619,6.170000076,0.310000002,3.170000076,0,58,8,159,1215,12315,2794
22,Walking,8.32E+11,2.72,5.22,4.44,5/5/2016,7.400000095,0,0,7.400000095,0,0,0,487,479,9799,2636
15,Jogging,5.08E+11,18.16,16.74,-4.944186,4/24/2016,12.22000027,1.200000048,5.119999886,5.880000114,0,15,95,281,542,15050,3538
13,Jogging,2.28E+12,2.68,6.21,3.3778462,4/27/2016,20.64999962,13.06999969,0.439999998,7.099999905,0,93,8,235,1104,23629,3808
34,Jogging,1.78E+12,-2.56,6.85,8.39,4/26/2016,1.840000033,0,0,1.830000043,0.01,0,0,140,1300,2826,1402
6,Jogging,2.91E+12,9.11,5.56,12.4489975,4/15/2016,2.680000067,0,0,0.899999976,0,0,0,65,1375,3430,2505
