airline_sentiment,negative_reason,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone,,,,
negative,Bad Flight,Delta,MsBooya,0,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 馃様",2015-02-19 16:53:14 -0800,,,,,,
neutral,,Delta,batteryman29,0,@JetBlue any idea when November-December 2015 travel opens up?,2015-02-19 16:44:05 -0800,,,,,,
neutral,,Delta,JetBlueNews,0,@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,2015-02-19 16:36:04 -0800,USA,Sydney,,,,
positive,,Delta,thaniapeck,0,@JetBlue thanks so much!! 鉂わ笍鉁?very relaxing flight!,2015-02-19 16:35:45 -0800,,Pacific Time (US & Canada),,,,
neutral,,Delta,ana_lontana,0,@JetBlue alright.,2015-02-19 16:31:53 -0800,Northern California/Medell铆n,Pacific Time (US & Canada),,,,
neutral,,Delta,markjohnson319,0,@JetBlue @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd,2015-02-19 16:29:02 -0800,"Dallas, TX",,,,,
negative,Late Flight,Delta,ana_lontana,0,@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?,2015-02-19 16:23:14 -0800,Northern California/Medell铆n,Pacific Time (US & Canada),,,,
negative,Can't Tell,Delta,dnaumann54,0,@JetBlue shut up an turn on the tvs/music,2015-02-19 16:07:55 -0800,Boston,Eastern Time (US & Canada),,,,
neutral,,Delta,JetBlueNews,0,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,2015-02-19 16:05:04 -0800,USA,Sydney,,,,
positive,,Delta,TheSnortherner,0,@JetBlue excellent. you guys are the best,2015-02-19 16:01:28 -0800,NYC,Eastern Time (US & Canada),,,,
positive,,Delta,dcooode,0,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",2015-02-19 16:01:00 -0800,,,,,,
neutral,,Delta,dcooode,0,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.,2015-02-19 16:00:29 -0800,,,,,,
neutral,,Delta,maw416,0,@JetBlue do you do any discounts for volunteer firefighters?,2015-02-19 16:00:05 -0800,"Roslyn, ny",Eastern Time (US & Canada),,,,
neutral,,Delta,TheSnortherner,0,"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",2015-02-19 15:55:42 -0800,NYC,Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Delta,dcooode,0,"@JetBlue If your confirming to me that the rate won't go down again looks like I can't fly JetBlue this time around, can't afford that price",2015-02-19 15:53:18 -0800,,,,,,
negative,Bad Flight,Delta,superhilarious,0,@JetBlue :/ he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight. Didn't feel safe.,2015-02-19 15:52:56 -0800,,Central Time (US & Canada),,,,
positive,,Delta,TheSnortherner,0,@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,2015-02-19 15:51:39 -0800,NYC,Eastern Time (US & Canada),,,,
negative,Can't Tell,Delta,dcooode,0,@JetBlue Been a member since 2007. Looking to travel next week 2/24-2/27. Couldn't book right away due to all the snow; I'm in BOS.,2015-02-19 15:51:20 -0800,,,,,,
positive,,Delta,CaralynMirand,0,@JetBlue thanks JB!! This is why I 馃挋 you!,2015-02-19 15:42:03 -0800,"Buffalo, NY",Eastern Time (US & Canada),,,,
positive,,Delta,MsBooya,0,"@JetBlue but thank you! Love, an anxious flyer.",2015-02-19 15:36:23 -0800,,,,,,
positive,,Delta,dcooode,0,@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.,2015-02-19 15:35:40 -0800,,,,,,
negative,Can't Tell,Delta,MsBooya,0,@JetBlue I don't want to seem crazy! Have already asked twice!,2015-02-19 15:35:09 -0800,,,,,,
neutral,,Delta,dcooode,0,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?,2015-02-19 15:33:57 -0800,,,,,,
negative,Customer Service Issue,Delta,dcooode,0,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight...",2015-02-19 15:28:39 -0800,,,,,,
negative,Late Flight,Delta,MsBooya,0,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,2015-02-19 15:26:37 -0800,,,,,,
negative,Late Flight,Delta,MsBooya,0,"@JetBlue if I'm about to get on a plane, I think I deserve to know what the mechanical issues are for the flight being delayed.",2015-02-19 15:23:36 -0800,,,,,,
negative,Late Flight,Delta,MsBooya,0,@JetBlue can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...,2015-02-19 15:22:59 -0800,,,,,,
negative,Flight Attendant Complaints,Delta,RivieraTD,0,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E,2015-02-19 15:13:34 -0800,Tonawanda NY,Eastern Time (US & Canada),,,,
negative,Late Flight,Delta,koztang,0,@JetBlue on flight 2416 to Orlando...ridiculous that we had to wait for this high school band to board. #notbabysitters #whrsthecoach?,2015-02-19 15:10:54 -0800,,Eastern Time (US & Canada),,,,
positive,,Delta,SmithsShannon,0,@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! 鈽曗湀馃憤,2015-02-19 15:09:02 -0800,MA & NJ,Eastern Time (US & Canada),,,,
positive,,Delta,SaraNettesheim,0,"@JetBlue awesome, thanks!",2015-02-19 15:06:30 -0800,Boston College,,,,,
neutral,,Delta,JetBlueNews,0,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx,2015-02-19 15:05:03 -0800,USA,Sydney,,,,
negative,Customer Service Issue,Delta,RivieraTD,0,"@JetBlue you service agents at MCO are great, but their are not enough of them working right now!",2015-02-19 14:59:53 -0800,Tonawanda NY,Eastern Time (US & Canada),,,,
positive,,Delta,stacyhirst,0,@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!,2015-02-19 14:59:30 -0800,,Central Time (US & Canada),,,,
negative,Can't Tell,Delta,royalsherman,0,@JetBlue not to get into semantics here but "by" means "within the extent or period of; during" and it is still technically 2/19 #dictionary,2015-02-19 14:55:44 -0800,,,,,,
negative,Late Flight,Delta,stacyhirst,0,@jetblue is giving me false hope of ever getting home,2015-02-19 14:55:38 -0800,,Central Time (US & Canada),,,,
neutral,,Delta,jebus51881,0,"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold",2015-02-19 14:49:05 -0800,"South Park, Pa",,,,,
positive,,Delta,TimothySays,0,@JetBlue That'd be nice! Hoping to rack up enough miles to take a trip to Seattle and enjoy a perfect latte in the city of coffee.,2015-02-19 14:48:53 -0800,"Burlington, MA",Eastern Time (US & Canada),,,,
neutral,,Delta,royalsherman,0,"@JetBlue I want to enter the family pooling contest, it says ""by 2/19"" on the website, can I please enter still!",2015-02-19 14:45:54 -0800,,,,,,
positive,,Delta,TimothySays,0,"@JetBlue Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler.",2015-02-19 14:42:44 -0800,"Burlington, MA",Eastern Time (US & Canada),,,,
neutral,,Delta,bwsf93,0,"@JetBlue and of course that was supposed to say Logan, not login",2015-02-19 14:38:16 -0800,NOVA,America/New_York,,,,
positive,,Delta,nadinefrostmace,0,@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,2015-02-19 14:38:08 -0800,"Naples, Fl",,,,,
positive,,Delta,anku,0,@JetBlue @TSA JetBlue never disappoints !,2015-02-19 14:36:39 -0800,San Francisco,Pacific Time (US & Canada),,,,
neutral,,Delta,Peaches275,0,"馃槩馃槩 RT鈥淍JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.鈥?,,2015-02-19 14:30:54 -0800,New Jet City,Central Time (US & Canada)
568537606503280640,neutral,1.0,,,Delta,,prohumanlife,,0,@JetBlue quick question", do I have to do it online or can I do it at the airport?",,2015-02-19 14:28:22 -0800,,Eastern Time (US & Canada),,
negative,Late Flight,Delta,MissMichelle422,1,@JetBlue not cool to announce a flight "delay" when everyone is checking in. A 4 hour delay bdl-dca with a staff offering  no help.,2015-02-19 14:20:21 -0800,,Central Time (US & Canada),,,,
neutral,,Delta,Peaches275,0,@JetBlue Hi. How do I claim points on a 1800-flowers order after I purchased? I totally forgot to put in the promo code.,2015-02-19 14:19:38 -0800,New Jet City,Central Time (US & Canada),,,,
negative,Late Flight,Delta,tyon305,0,@JetBlue what's the hold up with flight 1553? boarding should've taken place 30 minutes ago.,2015-02-19 14:19:07 -0800,MiamiKlko,Eastern Time (US & Canada),,,,
neutral,,Delta,RobinFicklin,0,@JetBlue yes slc on 4/19,2015-02-19 14:13:33 -0800,Logan.Utah,Pacific Time (US & Canada),,,,
negative,Lost Luggage,Delta,NY_US,0,@JetBlue now we are waiting over an half hr for the packages. What's wrong with you guys?? http://t.co/wVGpp3Ymz1,2015-02-19 14:10:28 -0800,NY NY,,,,,
neutral,,Delta,uhnet,0,@jetblue How long ago can a trip have taken place for me to still get credit if I didn't apply my TrueBlue # when I booked?,2015-02-19 14:03:45 -0800,,Pacific Time (US & Canada),,,,
positive,,Delta,SaraNettesheim,0,@JetBlue thanks for your help! #jetbluesofly,2015-02-19 14:02:26 -0800,Boston College,,,,,
neutral,,Delta,uhnet,0,@jetblue I was able to access it by using the drop down instead of clicking on the tab.,2015-02-19 14:00:54 -0800,,Pacific Time (US & Canada),,,,
negative,Can't Tell,Delta,uhnet,0,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,2015-02-19 13:57:42 -0800,,Pacific Time (US & Canada),,,,
positive,,Delta,angrydesi,0,"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)",2015-02-19 13:54:06 -0800,Everywhere,Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Delta,RobinFicklin,0,@JetBlue that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.,2015-02-19 13:50:32 -0800,Logan.Utah,Pacific Time (US & Canada),,,,
neutral,,Delta,SaraNettesheim,0,@JetBlue excited for my first flight w/ you today! It's delayed though- can you give me the 411? Flight number 989 from Boston to DC,2015-02-19 13:49:54 -0800,Boston College,,,,,
neutral,,Delta,beantoon,0,@JetBlue what is the Mosiac 800 #?,2015-02-19 13:49:16 -0800,"Plymouth,  MA",,,,,
negative,Customer Service Issue,Delta,beantoon,0,@JetBlue I can probably find some of them. Are the ticket #s on there?,2015-02-19 13:44:20 -0800,"Plymouth,  MA",,,,,
negative,Cancelled Flight,Delta,RobinFicklin,0,"@JetBlue no they offered the flight (4/19), I paid, then they changed it.This is the 2nd  time you have done this to me. ruins cruise plans",2015-02-19 13:41:33 -0800,Logan.Utah,Pacific Time (US & Canada),,,,
positive,,Delta,kbosspotter,0,"@JetBlue okie doke! Knowing you, you will fix this ;)",2015-02-19 13:37:11 -0800,Logan International Airport,Atlantic Time (Canada),,,,
neutral,,Delta,kbosspotter,0,@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,2015-02-19 13:33:39 -0800,Logan International Airport,Atlantic Time (Canada),,,,
neutral,,Delta,kbosspotter,0,@JetBlue I can't. I don't have acces to a phone rn. My iPhone broke. :/ would rather change it now then Late Flightr.,2015-02-19 13:26:12 -0800,Logan International Airport,Atlantic Time (Canada),,,,
negative,Cancelled Flight,Delta,kbosspotter,0,@JetBlue I can't do that flight. I need a Late Flightr one! I need you to change my flight. You guys changed it and now I can't do that time!,2015-02-19 13:23:53 -0800,Logan International Airport,Atlantic Time (Canada),,,,
positive,,Delta,cflanagan,1,".@JetBlue Wish you would make Austin, TX a hub. Missing you as my 鈥渙nly鈥?airline for all my biz travel since I moved from BOS. :(",2015-02-19 12:42:33 -0800,"脺T: 48.837756,2.320214",Eastern Time (US & Canada),,,,
neutral,,Delta,HAbbott4,0,@JetBlue Just sent it,2015-02-19 12:37:22 -0800,NY,Eastern Time (US & Canada),,,,
neutral,,Delta,SterlChampion,0,@JetBlue a little vino wouldn't hurt 馃嵎,2015-02-19 12:36:25 -0800,NYC,Eastern Time (US & Canada),,,,
neutral,,Delta,JetBlueNews,0,@JetBlue Airways Receives New Coverage from Analysts at Bank of America (JBLU) - The Legacy http://t.co/dORuxBqla1,2015-02-19 12:36:04 -0800,USA,Sydney,,,,
positive,,Delta,MikewDickman,0,@JetBlue Crisis averted! Flight #69 from BOS to FLL is boarding. Let's hope the new pilots aren't Clarence Oveur and Roger Murdock. :-),2015-02-19 12:35:54 -0800,South Florida,,,,,
negative,Lost Luggage,Delta,HAbbott4,0,@JetBlue My bag is missing from 1099 landed over 6 hours ago. Help!,2015-02-19 12:14:42 -0800,NY,Eastern Time (US & Canada),,,,
positive,,Delta,bwsf93,0,@JetBlue thanks to Julian at login for getting me onto an earlier flight back to DCA,2015-02-19 12:09:56 -0800,NOVA,America/New_York,,,,
negative,Customer Service Issue,Delta,MikewDickman,0,"@JetBlue Apparently, the substitute pilots for flight #69 from BOS to FLL can't be found. No info is avail from the counter. How about you?",2015-02-19 12:08:00 -0800,South Florida,,,,,
negative,Lost Luggage,Delta,HAbbott4,0,@JetBlue Landed at MCO before 9am and still don't have my bag. You were supposed to give it to Disney's Magical Express this AM.I am livid!,2015-02-19 12:07:47 -0800,NY,Eastern Time (US & Canada),,,,
neutral,,Delta,JetBlueNews,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/5fmipW9dhi,2015-02-19 12:05:03 -0800,USA,Sydney,,,,
positive,,Delta,dougorey,0,Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,2015-02-19 12:03:32 -0800,"Boston, MA",Eastern Time (US & Canada),,,,
neutral,,Delta,bmose14,0,"@JetBlue as requested, here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp",2015-02-19 11:57:28 -0800,"Boston, MA",Eastern Time (US & Canada),,,,
neutral,,Delta,alnosh,0,@JetBlue short stop at JFK before IAD,2015-02-19 11:52:46 -0800,D.C.,,,,,
negative,Flight Attendant Complaints,Delta,dougorey,0,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,2015-02-19 11:51:27 -0800,"Boston, MA",Eastern Time (US & Canada),,,,
positive,,Delta,lyteforce,0,@JetBlue Seems a few of my friends speak highly as well. Now we just need to find a decent priced way to go from YVR to SEA and overnight.,2015-02-19 11:41:26 -0800,Richmond BC,Pacific Time (US & Canada),,,,
neutral,,Delta,alanbestnyc,0,@JetBlue Does @AirCanada not take fraud as seriously?,2015-02-19 11:27:13 -0800,,Quito,,,,
negative,Can't Tell,Delta,alanbestnyc,0,"@JetBlue I want to add, my flight to Mexico was on Air Canada. Same exact situation, but with none of the problems I've had with Jet Blue.",2015-02-19 11:25:50 -0800,,Quito,,,,
negative,Customer Service Issue,Delta,alanbestnyc,0,@JetBlue You mean take more of my time to write you a physical letter because the fraud department doesn't have email or telephones. Right?,2015-02-19 11:24:54 -0800,,Quito,,,,
negative,Customer Service Issue,Delta,alanbestnyc,0,@JetBlue Capital One and I explained the false fraud alert. Why did the Jet Blue representative issue me a new tkt if it wasn't resolved?,2015-02-19 11:20:26 -0800,,Quito,,,,
positive,,Delta,Lane_,0,@JetBlue thanks,2015-02-19 11:19:58 -0800,South Florida,Eastern Time (US & Canada),,,,
positive,,Delta,alanbestnyc,0,@JetBlue Then en route to the airport the rebooked ticket was refunded.,2015-02-19 11:18:20 -0800,,Quito,,,,
neutral,,Delta,HeathAWhelan,0,@JetBlue @NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF &amp; The Christmas Story house #JetBlueBruins http://t.co/JKnWuGJ778,2015-02-19 11:18:01 -0800,,,,,,
negative,Can't Tell,Delta,alanbestnyc,0,"@JetBlue No, it didn't all work out. I called Jet Blue from Mexico to address the fraud alert with Capital One on the line. Rebooked.",2015-02-19 11:15:43 -0800,,Quito,,,,
negative,Customer Service Issue,Delta,alanbestnyc,0,@JetBlue actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?,2015-02-19 11:12:14 -0800,,Quito,,,,
negative,Customer Service Issue,Delta,alanbestnyc,0,"@JetBlue I called jet blue to get an explanation, and make sure it would not happen in the future. I was told to write the fraud dept.",2015-02-19 11:10:01 -0800,,Quito,,,,
positive,,Delta,smsuconn,0,@JetBlue we made it safe and sound. Thank you for the safe travels.,2015-02-19 11:09:58 -0800,"Alexandria, VA",Eastern Time (US & Canada),,,,
negative,Flight Booking Problems,Delta,alanbestnyc,0,"@JetBlue When I arrived at the airport, I was told my ticket had been refunded because my name had a fraud alert.",2015-02-19 11:09:02 -0800,,Quito,,,,
neutral,,Delta,alanbestnyc,0,@JetBlue My card company and I explained the issue over the phone when I was in Mexico. I purchased a new ticket over the phone.,2015-02-19 11:08:27 -0800,,Quito,,,,
negative,Cancelled Flight,Delta,alanbestnyc,0,@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.,2015-02-19 11:07:27 -0800,,Quito,,,,
neutral,,Delta,alanbestnyc,0,"@JetBlue my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.",2015-02-19 11:05:56 -0800,,Quito,,,,
negative,Customer Service Issue,Delta,mattjay_son,0,"@JetBlue has screwed me over for the last time.  @SouthwestAir, glad to give you my business. #JetScrew #AwfulCustomerService",2015-02-19 11:01:35 -0800,"Los Angeles, CA",Arizona,,,,
negative,Customer Service Issue,Delta,mattjay_son,0,@JetBlue Alternatives?  You have absolutely no respect for loyal customers.  8 years.  No more.  I'm done.,2015-02-19 10:55:31 -0800,"Los Angeles, CA",Arizona,,,,
neutral,,Delta,erinthetraveler,0,@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?,2015-02-19 10:51:47 -0800,Massachusetts,Eastern Time (US & Canada),,,,
negative,Can't Tell,Delta,mattjay_son,0,@JetBlue Pooling and gifting are completely different.  I shouldn't have to be charged $375 to send points.  Its disgusting.,2015-02-19 10:50:32 -0800,"Los Angeles, CA",Arizona,,,,
negative,Flight Booking Problems,Delta,mattjay_son,0,@JetBlue Why would you charge money to transfer points to someone?,2015-02-19 10:42:04 -0800,"Los Angeles, CA",Arizona,,,,
positive,,Delta,sbgblee,0,"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  馃憤馃憤",2015-02-19 10:21:21 -0800,,,,,,
negative,Flight Booking Problems,Delta,_TheRobynShow,0,@JetBlue doesn't help if I have to fly on specific days,2015-02-19 10:19:38 -0800,NYC,Eastern Time (US & Canada),,,,
negative,Flight Attendant Complaints,Delta,NY_US,0,@JetBlue it's noting about me i m perfectly fine it's the attitude and dealings with flyers. Stubborn. Demanding. Unwilling to accommodate.,2015-02-19 10:19:26 -0800,NY NY,,,,,
positive,,Delta,lyteforce,0,@JetBlue There's just so many choices for y'all south of the border and I know not every airline is equal - lowest price != best value. ;),2015-02-19 10:17:19 -0800,Richmond BC,Pacific Time (US & Canada),,,,
neutral,,Delta,lyteforce,0,@JetBlue Just looking to arrange for a nice flight from SEA to LA-ish and comparing the cost to something more direct from YVR.,2015-02-19 10:16:00 -0800,Richmond BC,Pacific Time (US & Canada),,,,
neutral,,Delta,slevine17,0,@JetBlue Sent my suggestion and comments via the link provided..,2015-02-19 10:14:23 -0800,,,,,,
negative,Flight Attendant Complaints,Delta,NY_US,0,@JetBlue i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.,2015-02-19 10:13:05 -0800,NY NY,,,,,
positive,,Delta,AnthonysEdits,0,@JetBlue I love you,2015-02-19 10:08:59 -0800,鉁栵笍 || 4/5 || 鉁栵笍,Eastern Time (US & Canada),,,,
neutral,,Delta,slevine17,0,@JetBlue Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!,2015-02-19 10:01:45 -0800,,,,,,
negative,Late Flight,Delta,BrianKal,0,@JetBlue what's up w flt 4? Brothers fianc茅 sitting on board for 30mins w tech  issues.,2015-02-19 09:48:57 -0800,Metro Washington DC,Eastern Time (US & Canada),,,,
positive,,Delta,305Josec,0,"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 馃槉馃槉馃槉鉁堬笍鉁堬笍鉁堬笍",2015-02-19 09:37:50 -0800,"Miami, Florida",,,,,
negative,Customer Service Issue,Delta,evelynsarah,0,@JetBlue is giving us free movies because apparently the dunkin donuts coffee is a safety hazard. #thingsyoucantmakeup #switch2SBux?,2015-02-19 09:21:24 -0800,"Los Angeles, CA",Quito,,,,
negative,Bad Flight,Delta,GinaMPassantino,0,@JetBlue As long as someone remembers to put it on plane right? That was a really lame excuse.Geez @JetBlue can do much better #coffeeneeded,2015-02-19 09:04:26 -0800,"Amherst, NY",Eastern Time (US & Canada),,,,
negative,Bad Flight,Delta,GinaMPassantino,0,@JetBlue What else could possibly take the place of coffee at that hour??Hope pilot wasn't relying on aircraft for caffeine. #needcoffee,2015-02-19 08:56:48 -0800,"Amherst, NY",Eastern Time (US & Canada),,,,
negative,Can't Tell,Delta,GinaMPassantino,0,@JetBlue What's up with lack coffee on 7:30AM flight. Was told someone forgot to load coffee onto the plane. What????? #INeedCoffee,2015-02-19 08:44:23 -0800,"Amherst, NY",Eastern Time (US & Canada),,,,
positive,,Delta,alexnazaryan,0,"@JetBlue Utah, I think. And thanks!",2015-02-19 08:41:53 -0800,New York City,Atlantic Time (Canada),,,,
positive,,Delta,smsuconn,0,@JetBlue thank you!,2015-02-19 08:32:45 -0800,"Alexandria, VA",Eastern Time (US & Canada),,,,
neutral,,Delta,smsuconn,0,@JetBlue yes he and all the princesses. Trying to get to the #glassslipperchallenge at WDW.,2015-02-19 08:32:24 -0800,"Alexandria, VA",Eastern Time (US & Canada),,,,
positive,,Delta,hipch1ck,0,"@JetBlue, never been delayed before; 533 to TPA out of BDL. Better safe than sorry. 馃挋 #lovejetblue #onlyblue #jetblueforever",2015-02-19 08:19:00 -0800,Upstate New York,Eastern Time (US & Canada),,,,
negative,Late Flight,Delta,smsuconn,0,"@JetBlue dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",2015-02-19 08:17:51 -0800,"Alexandria, VA",Eastern Time (US & Canada),,,,
positive,,Delta,leahmg2,0,@JetBlue great flight and crew! Flight 51 from BOS to MCO,2015-02-19 08:15:59 -0800,New Jersey,Eastern Time (US & Canada),,,,
negative,Late Flight,Delta,smsuconn,0,@JetBlue i appreciate that. When i flew with you in January the check engine light came on right before take off. Now it is a computer.,2015-02-19 08:12:24 -0800,"Alexandria, VA",Eastern Time (US & Canada),,,,
positive,,Delta,kzone7,0,@JetBlue That's why I love JetBlue! #truebluemember4life,2015-02-19 08:12:18 -0800,"Long Island, NY",Eastern Time (US & Canada),,,,
positive,,Delta,KatieLeonick,0,"@JetBlue Awesome, thanks! I'll give a call Late Flightr today. Appreciate the help!",2015-02-19 08:09:46 -0800,Chasing the dream,Eastern Time (US & Canada),,,,
neutral,,Delta,TomFecteau,0,"@JetBlue traveling w/ a rifle for a hunting trip, can a pistol be in the same large rifle case too? Wasn't clear in freq asked questions",2015-02-19 08:08:47 -0800,New England ,Eastern Time (US & Canada),,,,
positive,,Delta,kzone7,0,@JetBlue THANKS!! Her 80th bday is Saturday. We're having an aviation themed surprise party for her.,2015-02-19 08:06:47 -0800,"Long Island, NY",Eastern Time (US & Canada),,,,
negative,Flight Booking Problems,Delta,KatieLeonick,0,@JetBlue Hey guys! Your Flight Booking Problems system ran my first and middle names together at time of Flight Booking Problems. Is that going to be a #TSAnightmare ?,2015-02-19 08:03:14 -0800,Chasing the dream,Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Delta,ZKatcher,0,@JetBlue - He Cancelled Flightled a flight &amp; was given 2 weeks to apply travel bank credit to another flight &amp; credit was transferable,2015-02-19 08:02:00 -0800,"Washington, DC",Eastern Time (US & Canada),,,,
neutral,,Delta,kzone7,0,@JetBlue Thanks! I just sent a few DMs.,2015-02-19 08:01:14 -0800,"Long Island, NY",Eastern Time (US & Canada),,,,
negative,Can't Tell,Delta,ZKatcher,0,@JetBlue How is travel bank credit issued by your company fraud - I acquired credit from family friend Charles Kravitz - see his account,2015-02-19 07:59:11 -0800,"Washington, DC",Eastern Time (US & Canada),,,,
negative,Flight Booking Problems,Delta,Old_bauer,0,talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,2015-02-19 07:54:40 -0800,,Eastern Time (US & Canada),,,,
negative,Flight Booking Problems,Delta,HisBoots,0,.@JetBlue @ZKatcher 馃槀馃槀馃槀馃槀馃槀OMG. Bored &amp; read through this convo.. Seems like JetBlue is on point.,2015-02-19 07:53:13 -0800,Live Free or Die ,Eastern Time (US & Canada),,,,
negative,Cancelled Flight,Delta,Old_bauer,0,@JetBlue Cancelled Flightling tickets for 3 best friends going on vacation and never told us #jetblue #fixthis #ripoff @ZKatcher @bretharold,2015-02-19 07:49:44 -0800,,Eastern Time (US & Canada),,,,
negative,Bad Flight,Delta,Tostie,0,@JetBlue Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.,2015-02-19 07:49:21 -0800,"Waltham, MA",Eastern Time (US & Canada),,,,
neutral,,Delta,kzone7,0,"@JetBlue For my Grandma Ella's 80th, she would love a birthday greeting from your flight crew! She was a stewardess for Eastern Airlines.",2015-02-19 07:48:22 -0800,"Long Island, NY",Eastern Time (US & Canada),,,,
negative,Customer Service Issue,Delta,Old_bauer,1,@JetBlue trying to charge us $550 dollars cash for tickets we paid for months in advance #isthisreal #nevertoldus #jetblue #NeverAgain,2015-02-19 07:47:04 -0800,,Eastern Time (US & Canada),,,,
negative,Flight Booking Problems,Delta,wclsc59,0,@JetBlue please get service started at @triflight and offer good routes lile florida upstate ny vegas etc,2015-02-19 07:44:20 -0800,johnson city tn,,,,,
negative,Cancelled Flight,Delta,Old_bauer,0,"@JetBlue Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?",2015-02-19 07:43:38 -0800,,Eastern Time (US & Canada),,,,
negative,Can't Tell,Delta,ZKatcher,0,@JetBlue i am here - what is your resolution?,2015-02-19 07:43:21 -0800,"Washington, DC",Eastern Time (US & Canada),,,,
positive,,Delta,MJayRosenberg,0,"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)",2015-02-19 07:42:06 -0800,"Washington, D.C.",Eastern Time (US & Canada),,,,
positive,,Delta,EricaRhone,0,@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,2015-02-19 07:40:29 -0800,NYC,Eastern Time (US & Canada),,,,
negative,Flight Attendant Complaints,Delta,eatplaylove1,0,@JetBlue not making a great first impression on my first flight. 20 minutes before boarding and the gate agent still can't assign me a seat?,2015-02-19 07:39:35 -0800,,Eastern Time (US & Canada),,,,
negative,Late Flight,Delta,MikeH1123,0,@JetBlue My Flight 1318 is delayed and I am connecting from Boston. Is it possible to switch me to Flight 118 so I can make my connection?,2015-02-19 07:37:54 -0800,"Brooklyn, NY",America/Atikokan,,,,
